Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1,Unknown2_0,Unknown2_1,Unknown3_0,Unknown3_1,Unknown4,Unknown5,Unknown6,Unknown7
"1614","3976.38","1218.95","164.197","Quest Path 4974: 6.2 Tanaan - Quest - H - From Vol'mar to Iron Front - JMC","69066","69066","0","0","1116","0","0","0"
"1615","1406.08","7140.7","60.783","Challiane's Terrace, Azsuna","117083","117083","0","0","1220","0","412","3"
"1620","3875.22","-1311.72","90.4673","Lion's Watch, Tanaan Jungle","0","69067","0","0","1116","33173","413","1"
"1621","4307.91","-1465.31","78.9439","Vol'mar, Tanaan Jungle","85796","0","0","0","1116","33174","414","2"
"1622","-117.835","6891.19","16.6615","Illidari Stand, Azsuna","99257","99257","0","0","1220","0","415","3"
"1625","4565.33","334.962","220.927","Quest Path 4987: 6.2 Tanaan - Lion's Watch - Taxi Path to Aktar's Post (LWB)","541","541","0","0","1116","0","0","0"
"1626","4565.7","335.368","220.927","Quest Path 4988: 6.2 Tanaan - Volmar - Taxi Path to Aktar's Post (LWB)","69066","69066","0","0","1116","0","0","0"
"1633","-784.174","6130.04","4.64581","Shackle's Den, Azsuna","117082","117082","0","0","1220","0","419","3"
"1634","869.946","6285.85","219.167","Quest Path 5017: 7.0 Azsuna - Rift 01 - East Chasm -> West Chasm","79302","79302","0","0","1220","0","0","0"
"1635","690.045","6201.71","91.0731","Quest Path 5018: 7.0 Azsuna - Rift 01 - West Chasm -> East Chasm","79302","79302","0","0","1220","0","0","0"
"1636","1263.17","5984.64","170.588","Quest Path 5019: 7.0 Azsuna - Rift 02 - Tower -> Rock (ZTO)","79302","79302","0","0","1220","0","0","0"
"1637","987.221","6171.89","111.671","Quest Path 5020: 7.0 Azsuna - Rift 03, Tower - Base -> Top (ZTO/PRK)","79302","79302","0","0","1220","0","0","0"
"1642","4071.21","1185.91","160.625","Quest Path 5026: 6.2 Tanaan - Quest - A - From Lion's Watch to Iron Front - JMC","69067","69067","0","0","1464","0","0","0"
"1643","4569.44","335.054","221.197","Aktar's Post, Tanaan Jungle","84517","84517","0","0","1116","0","422","3"
"1644","3979.3","1216.62","164.197","The Iron Front, Tanaan Jungle","85796","0","0","0","1116","923","421","2"
"1645","4074.97","1183.75","160.928","The Iron Front, Tanaan Jungle","0","69067","0","0","1116","924","420","5"
"1646","3475.28","-762.552","41.3906","Vault of the Earth, Tanaan Jungle","85796","85796","0","0","1116","0","417","3"
"1647","4457.54","-574.693","49.3765","Malo's Lookout, Tanaan Jungle","26164","26164","0","0","1116","0","423","3"
"1648","3728.38","157.931","56.1153","Sha'naari Refuge, Tanaan Jungle","81930","81930","0","0","1116","0","424","3"
"1660","15589.5","-16185.4","49.8803","Bret Test 3-3s","27179","27179","0","0","451","0","425","0"
"1661","15574.2","-16164.2","47.1773","Bret Test 3-3e","27179","27179","0","0","451","0","426","0"
"1662","15574.2","-16164.2","47","Carl Test a","27179","27179","0","0","451","0","0","0"
"1673","2299.88","6577.66","141.787","Lorlathil, Val'sharah","54271","54271","0","0","1220","0","427","3"
"1713","2814.29","7275.82","22.3532","Bradensbrook, Val'sharah","69067","69067","0","0","1220","0","428","3"
"1716","3441.78","-2148.64","7.37672","Quest Path 5222: Garrison, Alliance Shipyard -> Tanaan (IGC)","17972","17972","0","0","1116","0","0","0"
"1719","4156.51","4374.45","768.16","Thunder Totem, Highmountain","98937","98937","0","0","1220","0","429","3"
"1722","2493.79","2009.86","9.90317","Quest Path 5262: Stormheim: (DLA) - Valdisdall -> Dreadwake (Spell Taxi)","87442","87442","0","0","1220","0","0","0"
"1723","2862.93","851.045","77.863","Quest Path 5263: Stormheim: (DLA) - Valdisdall -> Greywatch (Spell Taxi)","68771","68771","0","0","1220","0","0","0"
"1729","2134.35","383.811","16.4576","Quest Path 5283: Alliance Garrison (Tier 3) > Alliance Shipyard","541","541","0","0","1159","0","0","0"
"1730","2259.42","412.54","6.07525","Quest Path 5284: Alliance Shipyard > Alliance Garrison (Tier 3)","541","541","0","0","1473","0","0","0"
"1731","2138.8","380.132","16.275","Alliance Shipyard Taxi","0","0","0","0","1473","0","431","0"
"1732","1464.99","1410.95","244.217","Quest Path 5286: 7.0 DH-Mardum - Illidari Foothold -> The Fel Hammer (ELM)","113833","113833","0","0","1481","0","0","0"
"1738","2885.65","2422.61","242.829","Cullen's Post, Stormheim","109680","0","0","0","1220","0","432","2"
"1739","2355.72","1870.09","24.9885","Dreadwake's Landing, Stormheim","27179","0","0","0","1220","0","434","2"
"1741","3987.54","2914.29","241.257","Forsaken Foothold, Stormheim","27179","0","0","0","1220","0","438","2"
"1742","3205.59","1515.58","180.901","Valdisdall, Stormheim","109682","109682","0","0","1220","0","439","3"
"1744","2863.93","849.175","77.8859","Greywatch, Stormheim","0","69067","0","0","1220","0","435","1"
"1745","2704.49","2860.23","309.263","Lorna's Watch, Stormheim","0","27491","0","0","1220","0","437","1"
"1747","3217.6","3079.92","440.302","Skyfire Triage Camp, Stormheim","0","27491","0","0","1220","0","436","1"
"1748","3833.12","1727.87","946.423","Quest Path 5333: 7.0 Artifacts - Monk - Order Formation - Number Nine Flight - LWB","98317","98317","0","0","1014","0","0","0"
"1753","4833.93","3967.37","832.175","Skyhorn, Highmountain","98937","98937","0","0","1220","0","430","3"
"1754","5116.11","4982.16","752.711","The Witchwood, Highmountain","98937","98937","0","0","1220","0","441","3"
"1755","5108.33","5570.61","119.218","Felbane Camp, Highmountain","98937","98937","0","0","1220","0","442","3"
"1756","6466.84","4727.99","13.6198","Shipwreck Cove, Highmountain","69067","69067","0","0","1220","0","444","7"
"1758","2971.69","4343.46","652.032","Obsidian Overlook, Highmountain","98937","98937","0","0","1220","0","440","3"
"1759","3005.72","3668.47","1386.34","Ironhorn Enclave, Highmountain","98937","98937","0","0","1220","0","445","3"
"1760","4634.29","5339.42","849.231","Trueshot Lodge, Highmountain","69067","69067","0","0","1220","38053","446","11"
"1761","5613.4","3585.03","237.099","Prepfoot, Highmountain","98937","98937","0","0","1220","0","447","3"
"1764","3094.06","5807.21","300.572","Starsong Refuge, Val'sharah","3837","3837","0","0","1220","0","451","3"
"1766","2841.79","6482.29","206.326","Garden of the Moon, Val'sharah","54271","54271","0","0","1220","0","450","3"
"1767","4483.46","4843.29","662.352","Nesingwary, Highmountain","69067","69067","0","0","1220","0","448","3"
"1774","-860.828","4295.95","745.242","Dalaran","69066","541","0","0","1220","0","449","19"
"1777","3853.55","5150.59","644.597","Sylvan Falls, Highmountain","98937","98937","0","0","1220","0","452","3"
"1778","3891.95","3500.18","800.658","Stonehoof Watch, Highmountain","98937","98937","0","0","1220","0","453","3"
"1783","1183.66","5961.83","116.41","Quest Path 5500: 7.0 Azsuna - Rift 02 - Rock -> Tower (ZTO)","79302","79302","0","0","1220","0","0","0"
"1784","3854.72","5149.04","644.884","Quest Path 5509: 7.0 Highmountain - Stonehoof Watch -> Sylvan Falls (Quest, ZTO)","95076","95076","0","0","1220","0","0","0"
"1787","993.243","6170.25","163.783","Quest Path 5512: Quest Path 5020: 7.0 Azsuna - Rift 03, Base - Tower (ZTO)","79302","79302","0","0","1220","0","0","0"
"1800","-80.6806","6848.75","30.4534","Quest Path 4621: [OLD]7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Alliance) - ELM","68771","68771","0","0","1220","0","0","0"
"1801","-80.6806","6848.75","30.4534","Quest Path 5597: [OLD]7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Horde) - ELM","68773","68773","0","0","1220","0","0","0"
"1803","4633.74","5340.72","849.12","Quest Path 5615: 7.0 Dalaran -> Trueshot Lodge, Highmountain","69067","69067","0","0","0","0","0","0"
"1813","-80.6806","6848.75","30.4534","Quest Path 5643: 7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Alliance) - ELM","68771","68771","0","0","1220","0","0","0"
"1814","-80.6806","6848.75","30.4534","Quest Path 5645: [OLD2]7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Horde) - ELM","68773","68773","0","0","1220","0","0","0"
"1815","4074.32","7225.45","51.4989","The Dreamgrove, Val'sharah (Druids Only)","54271","54271","0","0","1220","44322","455","11"
"1818","3233.61","5750.02","320.039","Quest Path 5654: 7.0 Artifacts - Druid - Feral - Q:42428 - Dreamgrove -> Ashamane's Fall - LWB","100483","100483","0","0","1220","0","0","0"
"1819","-80.6806","6848.75","30.4534","Quest Path 5655: 7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Horde) - ELM","68773","68773","0","0","1220","0","0","0"
"1825","3204.62","1524.5","180.407","Quest Path 5667: 7.0 DH-OHC - ""Malace in Vrykul Land"" Alliance - Dalaran -> Valdishall (ELM)","31315","31315","0","0","1220","0","0","0"
"1826","3204.62","1524.5","180.407","Quest Path 5668: 7.0 DH-OHC - ""Malace in Vrykul Land"" Horde - Dalaran -> Valdishall (ELM)","20414","20414","0","0","1220","0","0","0"
"1827","992.979","982.663","526.812","Quest Path 5669: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal 01 - SBV","79302","79302","0","0","1623","0","0","0"
"1828","1218.26","984.486","526.812","Quest Path 5670: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal Top -> Ring A - SBV","79302","79302","0","0","1623","0","0","0"
"1829","1103.39","1181.57","526.812","Quest Path 5671: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal Middle 02 - SBV","79302","79302","0","0","1623","0","0","0"
"1830","1126.84","1009.32","508.356","Quest Path 5672: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal Middle 03 - SBV","79302","79302","0","0","1623","0","0","0"
"1831","1100.02","1182.58","526.812","Quest Path 5673: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Side Platform Portal B -> Ring C - SBV","79302","79302","0","0","1623","0","0","0"
"1832","1126.84","1009.32","508.356","Quest Path 5674: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Portal - Ring A -> Center - SBV","79302","79302","0","0","1623","0","0","0"
"1833","1126.84","1009.32","508.356","Quest Path 5675: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Portal - Ring B -> Center - SBV","79302","79302","0","0","1623","0","0","0"
"1834","990.736","985.276","526.812","Quest Path 5676: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Side Platform Portal A -> Ring B - SBV","79302","79302","0","0","1623","0","0","0"
"1835","1216.14","986.108","526.812","Quest Path 5677: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Side Platform Portal C -> Ring A - SBV","79302","79302","0","0","1623","0","0","0"
"1836","1220.23","981.861","526.812","Quest Path 5678: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal - Ring C -> Ring A - SBV","79302","79302","0","0","1623","0","0","0"
"1837","-1403.63","6656.86","11.9463","Wardens' Redoubt, Azsuna","54271","54271","0","0","1220","0","457","3"
"1838","2113.4","2823.46","815.419","Thorim's Peak","98937","98937","0","0","1220","43356","459","11"
"1839","3793.25","2368.84","491.346","Nastrondir","98937","98937","0","0","1220","43356","458","11"
"1840","815.491","2760.98","208.522","Eastern Suramar","98937","98937","0","0","1220","43356","460","11"
"1841","379.929","4364.24","122.849","Western Suramar","98937","98937","0","0","1220","43356","461","11"
"1842","15574.2","-16164.2","47","Carl Test b","27179","27179","0","0","451","0","0","0"
"1843","15574.2","-16164.2","47","Carl Test c","27179","27179","0","0","451","0","0","0"
"1844","15574.2","-16164.2","47","Carl Test d","27179","27179","0","0","451","0","0","0"
"1845","-1704.44","6472.99","264.049","Isle of the Watchers","98937","98937","0","0","1220","43356","462","11"
"1846","-88.4323","8214.32","355.522","Faronaar","98937","98937","0","0","1220","43356","463","11"
"1847","4411.15","7164.21","350.001","The Dreamgrove","98937","98937","0","0","1220","43356","464","11"
"1848","4632.03","5320.96","852.012","Trueshot Lodge","98937","98937","0","0","1220","43356","465","11"
"1849","-813.533","4274.87","746.262","Dalaran","0","0","0","0","1220","43356","416","11"
"1850","3769.18","3682.9","1027.95","Eastern Highmountain","98937","98937","0","0","1220","43356","456","11"
"1855","4764.52","-186.997","16.9514","Shield's Rest, Stormheim","109682","109682","0","0","1220","0","466","3"
"1856","-545.184","2999.98","44.2577","Illidari Camp, Broken Shore","99257","99257","0","0","1220","0","467","3"
"1857","3835.61","2016.12","244.063","Stormtorn Foothills, Stormheim","109682","109682","0","0","1220","0","468","3"
"1858","1615.52","4757.86","138.371","Meredil, Suramar","111675","111675","0","0","1220","0","472","3"
"1859","554.042","5628.88","79.8677","Felblaze Ingress, Azsuna","99257","99257","0","0","1220","0","418","3"
"1860","-1804.72","6417.63","177.986","Watchers' Aerie, Azsuna","117082","117082","0","0","1220","0","433","3"
"1861","-228.438","7733.7","139.189","Illidari Perch, Azsuna","99257","99257","0","0","1220","0","469","3"
"1862","-1437.43","1162.24","275.346","Acherus: The Ebon Hold","32981","32981","0","0","1220","42576","470","3"
"1863","1797.35","1816.7","298.396","Hafr Fjall, Stormheim","109682","109682","0","0","1220","0","471","3"
"1864","6467.23","4728.46","13.1962","Quest Path 5598: Nesingwary, Highmountain -> Shipwreck Cove, Highmountain [Unlearned]","98937","98937","0","0","1220","0","0","0"
"1865","41.7157","-0.426141","40.0882","Boost 2.0 - Alliance - Leave Point","0","32335","0","0","1560","0","0","1"
"1867","-1437.48","1162.01","275.249","Quest Path 5911: 7.0 Dalaran -> Acherus","541","541","0","0","1220","0","0","0"
"1868","-835.455","4276.97","746.253","Quest Path 5912: 7.0 Acherus -> Dalaran","541","541","0","0","1220","0","0","0"
"1869","1619.32","2374.25","232.009","Quest Path 5913: 7.0 Karazhan - Ballroom -> Opera Portal","79302","79302","0","0","1529","0","0","0"
"1870","-3362.32","4823.01","17.5537","Eye of Azshara, Azsuna","57156","57156","0","0","1220","0","443","3"
"1871","4074.3","7238.71","51.4333","Quest Path 5925: Quest Path 5654: 7.0 Artifacts - Druid - Feral - Q:42428 - Ashamane's Fall -> Dreamgrove - LWB","100483","100483","0","0","1220","0","0","0"
"1874","-857.711","3615.49","2.89756","Quest Path 5962: 7.0 Artifacts - Death Knight - Blood - From Dalaran to Broken Shore Portal - Taxi Version - LWB","114241","114241","0","0","1220","0","0","0"
"1875","-842.878","4274.06","746.261","Quest Path 5963: 7.0 Artifacts - Death Knight - Blood - From Broken Shore to Dalaran - Taxi - LWB","114241","114241","0","0","1220","0","0","0"
"1877","-846.844","3578.75","0.99172","Quest Path 5626: 7.0 Artifacts - Priest - Holy - Dalaran to Broken Shore Portal - LWB","105717","105717","0","0","1220","0","0","0"
"1878","-819.625","4307.8","745.724","Quest Path 5627: 7.0 Artifacts - Priest - Holy - Quest NPC - Broken Shore - Fly Back - LWB","105717","105717","0","0","1220","0","0","0"
"1879","1893.3","3092.55","221.234","Crimson Thicket, Suramar","111675","111675","0","0","1220","0","474","3"
"1880","2268.8","5241.59","113.112","Irongrove Retreat, Suramar","114718","114718","0","0","1220","0","473","3"
"1885","2523.94","8174.86","12.4126","Gloaming Reef, Val'sharah","54271","54271","0","0","1220","0","475","3"
"1894","3115.69","7181.59","90.397","Quest Path 6009: 7.1 Suramar -> Black Rook Hold (""We Need Weapons"" ) - ZTO","115500","115500","0","0","1220","0","0","0"
"1907","-834.573","4266.48","746.252","Quest Path 6038: 7.0 - Death Knight - No Man's Land - Taxi Route - LWB","29582","29582","0","0","1220","0","0","0"
