Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown0_4,Unknown0_5,Unknown0_6,Unknown0_7,Unknown0_8,Unknown0_9,Unknown0_10,Unknown0_11,Unknown0_12,Unknown0_13,Unknown0_14,Unknown0_15,Unknown0_16,Unknown0_17,Unknown0_18,Unknown0_19,Unknown0_20,Unknown1_0,Unknown1_1,Unknown1_2,Unknown1_3,Unknown1_4,Unknown1_5,Unknown1_6,Unknown1_7
"986","1933","2899","2899","2899","1933","2899","2899","1933","2899","0","2899","0","0","1933","1933","1918","54","0","2899","1933","126","0","2467","2467","2467","2467","0","1933","0"
"987","1935","2902","2902","2902","1935","2902","2902","1935","2902","0","2902","0","0","1935","1935","1920","54","0","2902","1935","126","0","2471","2471","2471","2471","0","1935","0"
"988","1937","2905","2905","2905","1937","2905","2905","1937","2905","0","2905","0","0","1937","1937","1922","54","0","2905","1937","126","0","2475","2475","2475","2475","0","1937","0"
"989","1939","2908","2908","2908","1939","2908","2908","1939","2908","0","2908","0","0","1939","1939","1924","54","0","2908","1939","126","0","2479","2479","2479","2479","0","1939","0"
"990","1941","2911","2911","2911","1941","2911","2911","1941","2911","0","2911","0","0","1941","1941","1926","54","0","2911","1941","126","0","2483","2483","2483","2483","0","1941","0"
"991","1943","2914","2914","2914","1943","2914","2914","1943","2914","0","2914","0","0","1943","1943","1928","54","0","2914","1943","126","0","2487","2487","2487","2487","0","1943","0"
"992","1945","2917","2917","2917","1945","2917","2917","1945","2917","0","2917","0","0","1945","1945","1930","54","0","2917","1945","126","0","2491","2491","2491","2491","0","1945","0"
"993","1947","2920","2920","2920","1947","2920","2920","1947","2920","0","2920","0","0","1947","1947","1932","54","0","2920","1947","126","0","2495","2495","2495","2495","0","1947","0"
"994","1949","2923","2923","2923","1949","2923","2923","1949","2923","0","2923","0","0","1949","1949","1934","54","0","2923","1949","126","0","2499","2499","2499","2499","0","1949","0"
"995","1951","2926","2926","2926","1951","2926","2926","1951","2926","0","2926","0","0","1951","1951","1936","54","0","2926","1951","126","0","2503","2503","2503","2503","0","1951","0"
"996","1953","2929","2929","2929","1953","2929","2929","1953","2929","0","2929","0","0","1953","1953","1938","54","0","2929","1953","126","0","2507","2507","2507","2507","0","1953","0"
"997","1955","2932","2932","2932","1955","2932","2932","1955","2932","0","2932","0","0","1955","1955","1940","54","0","2932","1955","126","0","2511","2511","2511","2511","0","1955","0"
"998","1957","2935","2935","2935","1957","2935","2935","1957","2935","0","2935","0","0","1957","1957","1942","54","0","2935","1957","126","0","2515","2515","2515","2515","0","1957","0"
"999","1959","2938","2938","2938","1959","2938","2938","1959","2938","0","2938","0","0","1959","1959","1944","54","0","2938","1959","126","0","2519","2519","2519","2519","0","1959","0"
"1000","1961","2941","2941","2941","1961","2941","2941","1961","2941","0","2941","0","0","1961","1961","1946","54","0","2941","1961","126","0","2523","2523","2523","2523","0","1961","0"
"1001","1963","2944","2944","2944","1963","2944","2944","1963","2944","0","2944","0","0","1963","1963","1948","54","0","2944","1963","126","0","2525","2525","2525","2525","0","1963","0"
"1002","1965","2947","2947","2947","1965","2947","2947","1965","2947","0","2947","0","0","1965","1965","1950","54","0","2947","1965","126","0","2528","2528","2528","2528","0","1965","0"
"1003","1967","2950","2950","2950","1967","2950","2950","1967","2950","0","2950","0","0","1967","1967","1952","54","0","2950","1967","126","0","2530","2530","2530","2530","0","1967","0"
"1004","1969","2954","2954","2954","1969","2954","2954","1969","2954","0","2954","0","0","1969","1969","1954","54","0","2954","1969","126","0","2532","2532","2532","2532","0","1969","0"
"1005","1971","2957","2957","2957","1971","2957","2957","1971","2957","0","2957","0","0","1971","1971","1956","54","0","2957","1971","126","0","2534","2534","2534","2534","0","1971","0"
"1006","1973","2960","2960","2960","1973","2960","2960","1973","2960","0","2960","0","0","1973","1973","1958","54","0","2960","1973","126","0","2536","2536","2536","2536","0","1973","0"
"1007","1975","2963","2963","2963","1975","2963","2963","1975","2963","0","2963","0","0","1975","1975","1960","54","0","2963","1975","126","0","2538","2538","2538","2538","0","1975","0"
"1008","1977","2966","2966","2966","1977","2966","2966","1977","2966","0","2966","0","0","1977","1977","1962","54","0","2966","1977","126","0","2540","2540","2540","2540","0","1977","0"
"1009","1979","2969","2969","2969","1979","2969","2969","1979","2969","0","2969","0","0","1979","1979","1964","54","0","2969","1979","126","0","2542","2542","2542","2542","0","1979","0"
"1010","1981","2972","2972","2972","1981","2972","2972","1981","2972","0","2972","0","0","1981","1981","1966","54","0","2972","1981","126","0","2544","2544","2544","2544","0","1981","0"
"1011","1983","2975","2975","2975","1983","2975","2975","1983","2975","0","2975","0","0","1983","1983","1968","54","0","2975","1983","126","0","2546","2546","2546","2546","0","1983","0"
"1012","1985","2978","2978","2978","1985","2978","2978","1985","2978","0","2978","0","0","1985","1985","1970","54","0","2978","1985","126","0","2548","2548","2548","2548","0","1985","0"
"1013","1987","2981","2981","2981","1987","2981","2981","1987","2981","0","2981","0","0","1987","1987","1972","54","0","2981","1987","126","0","2550","2550","2550","2550","0","1987","0"
"1014","1989","2984","2984","2984","1989","2984","2984","1989","2984","0","2984","0","0","1989","1989","1974","54","0","2984","1989","126","0","2552","2552","2552","2552","0","1989","0"
"1015","1991","2987","2987","2987","1991","2987","2987","1991","2987","0","2987","0","0","1991","1991","1976","54","0","2987","1991","126","0","2554","2554","2554","2554","0","1991","0"
"1016","1993","2990","2990","2990","1993","2990","2990","1993","2990","0","2990","0","0","1993","1993","1978","54","0","2990","1993","126","0","2556","2556","2556","2556","0","1993","0"
"1017","1995","2993","2993","2993","1995","2993","2993","1995","2993","0","2993","0","0","1995","1995","1980","54","0","2993","1995","126","0","2558","2558","2558","2558","0","1995","0"
"1018","1997","2996","2996","2996","1997","2996","2996","1997","2996","0","2996","0","0","1997","1997","1982","54","0","2996","1997","126","0","2560","2560","2560","2560","0","1997","0"
"1019","1999","2999","2999","2999","1999","2999","2999","1999","2999","0","2999","0","0","1999","1999","1984","54","0","2999","1999","126","0","2562","2562","2562","2562","0","1999","0"
"1020","2001","3002","3002","3002","2001","3002","3002","2001","3002","0","3002","0","0","2001","2001","1986","54","0","3002","2001","126","0","2564","2564","2564","2564","0","2001","0"
"1021","2003","3005","3005","3005","2003","3005","3005","2003","3005","0","3005","0","0","2003","2003","1988","54","0","3005","2003","126","0","2566","2566","2566","2566","0","2003","0"
"1022","2005","3008","3008","3008","2005","3008","3008","2005","3008","0","3008","0","0","2005","2005","1990","54","0","3008","2005","126","0","2568","2568","2568","2568","0","2005","0"
"1023","2007","3011","3011","3011","2007","3011","3011","2007","3011","0","3011","0","0","2007","2007","1992","54","0","3011","2007","126","0","2570","2570","2570","2570","0","2007","0"
"1024","2009","3014","3014","3014","2009","3014","3014","2009","3014","0","3014","0","0","2009","2009","1994","54","0","3014","2009","126","0","2572","2572","2572","2572","0","2009","0"
"1025","2011","3017","3017","3017","2011","3017","3017","2011","3017","0","3017","0","0","2011","2011","1996","54","0","3017","2011","126","0","2574","2574","2574","2574","0","2011","0"
"1026","2013","3020","3020","3020","2013","3020","3020","2013","3020","0","3020","0","0","2013","2013","1998","54","0","3020","2013","126","0","2576","2576","2576","2576","0","2013","0"
"1027","2016","3023","3023","3023","2016","3023","3023","2016","3023","0","3023","0","0","2016","2016","2001","54","0","3023","2016","126","0","2578","2578","2578","2578","0","2016","0"
"1028","2018","3026","3026","3026","2018","3026","3026","2018","3026","0","3026","0","0","2018","2018","2003","54","0","3026","2018","126","0","2580","2580","2580","2580","0","2018","0"
"1029","2020","3029","3029","3029","2020","3029","3029","2020","3029","0","3029","0","0","2020","2020","2005","54","0","3029","2020","126","0","2582","2582","2582","2582","0","2020","0"
"1030","2022","3032","3032","3032","2022","3032","3032","2022","3032","0","3032","0","0","2022","2022","2007","54","0","3032","2022","126","0","2584","2584","2584","2584","0","2022","0"
"1031","2024","3035","3035","3035","2024","3035","3035","2024","3035","0","3035","0","0","2024","2024","2009","54","0","3035","2024","126","0","2586","2586","2586","2586","0","2024","0"
"1032","2026","3038","3038","3038","2026","3038","3038","2026","3038","0","3038","0","0","2026","2026","2011","54","0","3038","2026","126","0","2588","2588","2588","2588","0","2026","0"
"1033","2028","3041","3041","3041","2028","3041","3041","2028","3041","0","3041","0","0","2028","2028","2013","54","0","3041","2028","126","0","2590","2590","2590","2590","0","2028","0"
"1034","2030","3044","3044","3044","2030","3044","3044","2030","3044","0","3044","0","0","2030","2030","2015","54","0","3044","2030","126","0","2592","2592","2592","2592","0","2030","0"
"1035","2032","3047","3047","3047","2032","3047","3047","2032","3047","0","3047","0","0","2032","2032","2017","54","0","3047","2032","126","0","2594","2594","2594","2594","0","2032","0"
"1036","2034","3050","3050","3050","2034","3050","3050","2034","3050","0","3050","0","0","2034","2034","2019","54","0","3050","2034","126","0","2596","2596","2596","2596","0","2034","0"
"1037","2036","3053","3053","3053","2036","3053","3053","2036","3053","0","3053","0","0","2036","2036","2021","54","0","3053","2036","126","0","2598","2598","2598","2598","0","2036","0"
"1038","2038","3056","3056","3056","2038","3056","3056","2038","3056","0","3056","0","0","2038","2038","2023","54","0","3056","2038","126","0","2600","2600","2600","2600","0","2038","0"
"1039","2040","3059","3059","3059","2040","3059","3059","2040","3059","0","3059","0","0","2040","2040","2025","54","0","3059","2040","126","0","2602","2602","2602","2602","0","2040","0"
"1040","2042","3062","3062","3062","2042","3062","3062","2042","3062","0","3062","0","0","2042","2042","2027","54","0","3062","2042","126","0","2605","2605","2605","2605","0","2042","0"
"1041","2044","3065","3065","3065","2044","3065","3065","2044","3065","0","3065","0","0","2044","2044","2029","54","0","3065","2044","126","0","2607","2607","2607","2607","0","2044","0"
"1042","2046","3068","3068","3068","2046","3068","3068","2046","3068","0","3068","0","0","2046","2046","2031","54","0","3068","2046","126","0","2609","2609","2609","2609","0","2046","0"
"1043","2048","3071","3071","3071","2048","3071","3071","2048","3071","0","3071","0","0","2048","2048","2033","54","0","3071","2048","126","0","2611","2611","2611","2611","0","2048","0"
"1044","2050","3074","3074","3074","2050","3074","3074","2050","3074","0","3074","0","0","2050","2050","2035","54","0","3074","2050","126","0","2613","2613","2613","2613","0","2050","0"
"1045","2052","3077","3077","3077","2052","3077","3077","2052","3077","0","3077","0","0","2052","2052","2037","54","0","3077","2052","126","0","2615","2615","2615","2615","0","2052","0"
"1046","2054","3080","3080","3080","2054","3080","3080","2054","3080","0","3080","0","0","2054","2054","2039","54","0","3080","2054","126","0","2617","2617","2617","2617","0","2054","0"
"1047","2056","3083","3083","3083","2056","3083","3083","2056","3083","0","3083","0","0","2056","2056","2041","54","0","3083","2056","126","0","2619","2619","2619","2619","0","2056","0"
"1048","2058","3086","3086","3086","2058","3086","3086","2058","3086","0","3086","0","0","2058","2058","2043","54","0","3086","2058","126","0","2621","2621","2621","2621","0","2058","0"
"1049","2060","3089","3089","3089","2060","3089","3089","2060","3089","0","3089","0","0","2060","2060","2045","54","0","3089","2060","126","0","2623","2623","2623","2623","0","2060","0"
"1050","2062","3093","3093","3093","2062","3093","3093","2062","3093","0","3093","0","0","2062","2062","2047","54","0","3093","2062","126","0","2625","2625","2625","2625","0","2062","0"
"1051","2064","3096","3096","3096","2064","3096","3096","2064","3096","0","3096","0","0","2064","2064","2049","54","0","3096","2064","126","0","2627","2627","2627","2627","0","2064","0"
"1052","2066","3099","3099","3099","2066","3099","3099","2066","3099","0","3099","0","0","2066","2066","2051","54","0","3099","2066","126","0","2629","2629","2629","2629","0","2066","0"
"1053","2068","3102","3102","3102","2068","3102","3102","2068","3102","0","3102","0","0","2068","2068","2053","54","0","3102","2068","126","0","2631","2631","2631","2631","0","2068","0"
"1054","2070","3105","3105","3105","2070","3105","3105","2070","3105","0","3105","0","0","2070","2070","2055","54","0","3105","2070","126","0","2633","2633","2633","2633","0","2070","0"
"1055","2072","3108","3108","3108","2072","3108","3108","2072","3108","0","3108","0","0","2072","2072","2057","54","0","3108","2072","126","0","2635","2635","2635","2635","0","2072","0"
"1056","2074","3111","3111","3111","2074","3111","3111","2074","3111","0","3111","0","0","2074","2074","2059","54","0","3111","2074","126","0","2637","2637","2637","2637","0","2074","0"
"1057","2076","3114","3114","3114","2076","3114","3114","2076","3114","0","3114","0","0","2076","2076","2061","54","0","3114","2076","126","0","2639","2639","2639","2639","0","2076","0"
"1058","2078","3117","3117","3117","2078","3117","3117","2078","3117","0","3117","0","0","2078","2078","2063","54","0","3117","2078","126","0","2641","2641","2641","2641","0","2078","0"
"1059","2080","3120","3120","3120","2080","3120","3120","2080","3120","0","3120","0","0","2080","2080","2065","54","0","3120","2080","126","0","2643","2643","2643","2643","0","2080","0"
"1060","2082","3123","3123","3123","2082","3123","3123","2082","3123","0","3123","0","0","2082","2082","2067","54","0","3123","2082","126","0","2645","2645","2645","2645","0","2082","0"
"1061","2084","3126","3126","3126","2084","3126","3126","2084","3126","0","3126","0","0","2084","2084","2069","54","0","3126","2084","126","0","2647","2647","2647","2647","0","2084","0"
"1062","2086","3129","3129","3129","2086","3129","3129","2086","3129","0","3129","0","0","2086","2086","2071","54","0","3129","2086","126","0","2649","2649","2649","2649","0","2086","0"
"1063","2088","3132","3132","3132","2088","3132","3132","2088","3132","0","3132","0","0","2088","2088","2073","54","0","3132","2088","126","0","2651","2651","2651","2651","0","2088","0"
"1064","2090","3135","3135","3135","2090","3135","3135","2090","3135","0","3135","0","0","2090","2090","2075","54","0","3135","2090","126","0","2653","2653","2653","2653","0","2090","0"
"1065","2092","3138","3138","3138","2092","3138","3138","2092","3138","0","3138","0","0","2092","2092","2077","54","0","3138","2092","126","0","2655","2655","2655","2655","0","2092","0"
"1066","2094","3141","3141","3141","2094","3141","3141","2094","3141","0","3141","0","0","2094","2094","2079","54","0","3141","2094","126","0","2657","2657","2657","2657","0","2094","0"
"1067","2096","3144","3144","3144","2096","3144","3144","2096","3144","0","3144","0","0","2096","2096","2081","54","0","3144","2096","126","0","2659","2659","2659","2659","0","2096","0"
"1068","2098","3147","3147","3147","2098","3147","3147","2098","3147","0","3147","0","0","2098","2098","2083","54","0","3147","2098","126","0","2661","2661","2661","2661","0","2098","0"
"1069","2100","3150","3150","3150","2100","3150","3150","2100","3150","0","3150","0","0","2100","2100","2085","54","0","3150","2100","126","0","2663","2663","2663","2663","0","2100","0"
"1070","2102","3153","3153","3153","2102","3153","3153","2102","3153","0","3153","0","0","2102","2102","2087","54","0","3153","2102","126","0","2665","2665","2665","2665","0","2102","0"
"1071","2104","3156","3156","3156","2104","3156","3156","2104","3156","0","3156","0","0","2104","2104","2089","54","0","3156","2104","126","0","2667","2667","2667","2667","0","2104","0"
"1072","2106","3159","3159","3159","2106","3159","3159","2106","3159","0","3159","0","0","2106","2106","2091","54","0","3159","2106","126","0","2669","2669","2669","2669","0","2106","0"
"1073","2108","3162","3162","3162","2108","3162","3162","2108","3162","0","3162","0","0","2108","2108","2093","54","0","3162","2108","126","0","2671","2671","2671","2671","0","2108","0"
"1074","2110","3165","3165","3165","2110","3165","3165","2110","3165","0","3165","0","0","2110","2110","2095","54","0","3165","2110","126","0","2673","2673","2673","2673","0","2110","0"
"1075","2112","3168","3168","3168","2112","3168","3168","2112","3168","0","3168","0","0","2112","2112","2097","54","0","3168","2112","126","0","2675","2675","2675","2675","0","2112","0"
"1076","2114","3171","3171","3171","2114","3171","3171","2114","3171","0","3171","0","0","2114","2114","2099","54","0","3171","2114","126","0","2677","2677","2677","2677","0","2114","0"
"1077","2116","3174","3174","3174","2116","3174","3174","2116","3174","0","3174","0","0","2116","2116","2101","54","0","3174","2116","126","0","2679","2679","2679","2679","0","2116","0"
"1078","2118","3177","3177","3177","2118","3177","3177","2118","3177","0","3177","0","0","2118","2118","2103","54","0","3177","2118","126","0","2682","2682","2682","2682","0","2118","0"
"1079","2120","3180","3180","3180","2120","3180","3180","2120","3180","0","3180","0","0","2120","2120","2105","54","0","3180","2120","126","0","2684","2684","2684","2684","0","2120","0"
"1080","2122","3183","3183","3183","2122","3183","3183","2122","3183","0","3183","0","0","2122","2122","2107","54","0","3183","2122","126","0","2686","2686","2686","2686","0","2122","0"
"1081","2124","3186","3186","3186","2124","3186","3186","2124","3186","0","3186","0","0","2124","2124","2109","54","0","3186","2124","126","0","2688","2688","2688","2688","0","2124","0"
"1082","2126","3189","3189","3189","2126","3189","3189","2126","3189","0","3189","0","0","2126","2126","2111","54","0","3189","2126","126","0","2690","2690","2690","2690","0","2126","0"
"1083","2128","3192","3192","3192","2128","3192","3192","2128","3192","0","3192","0","0","2128","2128","2113","54","0","3192","2128","126","0","2692","2692","2692","2692","0","2128","0"
"1084","2130","3195","3195","3195","2130","3195","3195","2130","3195","0","3195","0","0","2130","2130","2115","54","0","3195","2130","126","0","2694","2694","2694","2694","0","2130","0"
"1085","2132","3198","3198","3198","2132","3198","3198","2132","3198","0","3198","0","0","2132","2132","2117","54","0","3198","2132","126","0","2696","2696","2696","2696","0","2132","0"
"1086","2134","3201","3201","3201","2134","3201","3201","2134","3201","0","3201","0","0","2134","2134","2119","54","0","3201","2134","126","0","2698","2698","2698","2698","0","2134","0"
"1087","2136","3204","3204","3204","2136","3204","3204","2136","3204","0","3204","0","0","2136","2136","2121","54","0","3204","2136","126","0","2700","2700","2700","2700","0","2136","0"
"1088","2138","3207","3207","3207","2138","3207","3207","2138","3207","0","3207","0","0","2138","2138","2123","54","0","3207","2138","126","0","2702","2702","2702","2702","0","2138","0"
"1089","2140","3210","3210","3210","2140","3210","3210","2140","3210","0","3210","0","0","2140","2140","2125","54","0","3210","2140","126","0","2704","2704","2704","2704","0","2140","0"
"1090","2142","3213","3213","3213","2142","3213","3213","2142","3213","0","3213","0","0","2142","2142","2127","54","0","3213","2142","126","0","2706","2706","2706","2706","0","2142","0"
"1091","2144","3216","3216","3216","2144","3216","3216","2144","3216","0","3216","0","0","2144","2144","2129","54","0","3216","2144","126","0","2708","2708","2708","2708","0","2144","0"
"1092","2146","3219","3219","3219","2146","3219","3219","2146","3219","0","3219","0","0","2146","2146","2131","54","0","3219","2146","126","0","2710","2710","2710","2710","0","2146","0"
"1093","2148","3222","3222","3222","2148","3222","3222","2148","3222","0","3222","0","0","2148","2148","2133","54","0","3222","2148","126","0","2712","2712","2712","2712","0","2148","0"
"1094","2150","3225","3225","3225","2150","3225","3225","2150","3225","0","3225","0","0","2150","2150","2135","54","0","3225","2150","126","0","2714","2714","2714","2714","0","2150","0"
"1095","2152","3228","3228","3228","2152","3228","3228","2152","3228","0","3228","0","0","2152","2152","2137","54","0","3228","2152","126","0","2716","2716","2716","2716","0","2152","0"
"1096","2155","3232","3232","3232","2155","3232","3232","2155","3232","0","3232","0","0","2155","2155","2140","54","0","3232","2155","126","0","2718","2718","2718","2718","0","2155","0"
"1097","2157","3235","3235","3235","2157","3235","3235","2157","3235","0","3235","0","0","2157","2157","2142","54","0","3235","2157","126","0","2720","2720","2720","2720","0","2157","0"
"1098","2159","3238","3238","3238","2159","3238","3238","2159","3238","0","3238","0","0","2159","2159","2144","54","0","3238","2159","126","0","2722","2722","2722","2722","0","2159","0"
"1099","2161","3241","3241","3241","2161","3241","3241","2161","3241","0","3241","0","0","2161","2161","2146","54","0","3241","2161","126","0","2724","2724","2724","2724","0","2161","0"
"1100","2163","3244","3244","3244","2163","3244","3244","2163","3244","0","3244","0","0","2163","2163","2148","54","0","3244","2163","126","0","2726","2726","2726","2726","0","2163","0"
"1101","2165","3247","3247","3247","2165","3247","3247","2165","3247","0","3247","0","0","2165","2165","2150","54","0","3247","2165","126","0","2728","2728","2728","2728","0","2165","0"
"1102","2167","3250","3250","3250","2167","3250","3250","2167","3250","0","3250","0","0","2167","2167","2152","54","0","3250","2167","126","0","2730","2730","2730","2730","0","2167","0"
"1103","2169","3253","3253","3253","2169","3253","3253","2169","3253","0","3253","0","0","2169","2169","2154","54","0","3253","2169","126","0","2732","2732","2732","2732","0","2169","0"
"1104","2171","3256","3256","3256","2171","3256","3256","2171","3256","0","3256","0","0","2171","2171","2156","54","0","3256","2171","126","0","2734","2734","2734","2734","0","2171","0"
"1105","2173","3259","3259","3259","2173","3259","3259","2173","3259","0","3259","0","0","2173","2173","2158","54","0","3259","2173","126","0","2736","2736","2736","2736","0","2173","0"
"1106","2175","3262","3262","3262","2175","3262","3262","2175","3262","0","3262","0","0","2175","2175","2160","54","0","3262","2175","126","0","2738","2738","2738","2738","0","2175","0"
"1107","2177","3265","3265","3265","2177","3265","3265","2177","3265","0","3265","0","0","2177","2177","2162","54","0","3265","2177","126","0","2740","2740","2740","2740","0","2177","0"
"1108","2179","3268","3268","3268","2179","3268","3268","2179","3268","0","3268","0","0","2179","2179","2164","54","0","3268","2179","126","0","2742","2742","2742","2742","0","2179","0"
"1109","2181","3271","3271","3271","2181","3271","3271","2181","3271","0","3271","0","0","2181","2181","2166","54","0","3271","2181","126","0","2744","2744","2744","2744","0","2181","0"
"1110","2183","3274","3274","3274","2183","3274","3274","2183","3274","0","3274","0","0","2183","2183","2168","54","0","3274","2183","126","0","2746","2746","2746","2746","0","2183","0"
"1111","2185","3277","3277","3277","2185","3277","3277","2185","3277","0","3277","0","0","2185","2185","2170","54","0","3277","2185","126","0","2748","2748","2748","2748","0","2185","0"
"1112","2187","3280","3280","3280","2187","3280","3280","2187","3280","0","3280","0","0","2187","2187","2172","54","0","3280","2187","126","0","2750","2750","2750","2750","0","2187","0"
"1113","2189","3283","3283","3283","2189","3283","3283","2189","3283","0","3283","0","0","2189","2189","2174","54","0","3283","2189","126","0","2752","2752","2752","2752","0","2189","0"
"1114","2191","3286","3286","3286","2191","3286","3286","2191","3286","0","3286","0","0","2191","2191","2176","54","0","3286","2191","126","0","2754","2754","2754","2754","0","2191","0"
"1115","2193","3289","3289","3289","2193","3289","3289","2193","3289","0","3289","0","0","2193","2193","2178","54","0","3289","2193","126","0","2756","2756","2756","2756","0","2193","0"
"1116","2195","3292","3292","3292","2195","3292","3292","2195","3292","0","3292","0","0","2195","2195","2180","54","0","3292","2195","126","0","2759","2759","2759","2759","0","2195","0"
"1117","2197","3295","3295","3295","2197","3295","3295","2197","3295","0","3295","0","0","2197","2197","2182","54","0","3295","2197","126","0","2761","2761","2761","2761","0","2197","0"
"1118","2199","3298","3298","3298","2199","3298","3298","2199","3298","0","3298","0","0","2199","2199","2184","54","0","3298","2199","126","0","2763","2763","2763","2763","0","2199","0"
"1119","2201","3301","3301","3301","2201","3301","3301","2201","3301","0","3301","0","0","2201","2201","2186","54","0","3301","2201","126","0","2765","2765","2765","2765","0","2201","0"
"1120","2203","3304","3304","3304","2203","3304","3304","2203","3304","0","3304","0","0","2203","2203","2188","54","0","3304","2203","126","0","2767","2767","2767","2767","0","2203","0"
"1121","2205","3307","3307","3307","2205","3307","3307","2205","3307","0","3307","0","0","2205","2205","2190","54","0","3307","2205","126","0","2769","2769","2769","2769","0","2205","0"
"1122","2207","3310","3310","3310","2207","3310","3310","2207","3310","0","3310","0","0","2207","2207","2192","54","0","3310","2207","126","0","2771","2771","2771","2771","0","2207","0"
"1123","2209","3313","3313","3313","2209","3313","3313","2209","3313","0","3313","0","0","2209","2209","2194","54","0","3313","2209","126","0","2773","2773","2773","2773","0","2209","0"
"1124","2211","3316","3316","3316","2211","3316","3316","2211","3316","0","3316","0","0","2211","2211","2196","54","0","3316","2211","126","0","2775","2775","2775","2775","0","2211","0"
"1125","2213","3319","3319","3319","2213","3319","3319","2213","3319","0","3319","0","0","2213","2213","2198","54","0","3319","2213","126","0","2777","2777","2777","2777","0","2213","0"
"1126","2215","3322","3322","3322","2215","3322","3322","2215","3322","0","3322","0","0","2215","2215","2200","54","0","3322","2215","126","0","2779","2779","2779","2779","0","2215","0"
"1127","2217","3325","3325","3325","2217","3325","3325","2217","3325","0","3325","0","0","2217","2217","2202","54","0","3325","2217","126","0","2781","2781","2781","2781","0","2217","0"
"1128","2219","3328","3328","3328","2219","3328","3328","2219","3328","0","3328","0","0","2219","2219","2204","54","0","3328","2219","126","0","2783","2783","2783","2783","0","2219","0"
"1129","2221","3331","3331","3331","2221","3331","3331","2221","3331","0","3331","0","0","2221","2221","2206","54","0","3331","2221","126","0","2785","2785","2785","2785","0","2221","0"
"1130","2223","3334","3334","3334","2223","3334","3334","2223","3334","0","3334","0","0","2223","2223","2208","54","0","3334","2223","126","0","2787","2787","2787","2787","0","2223","0"
"1131","2225","3337","3337","3337","2225","3337","3337","2225","3337","0","3337","0","0","2225","2225","2210","54","0","3337","2225","126","0","2789","2789","2789","2789","0","2225","0"
"1132","2227","3340","3340","3340","2227","3340","3340","2227","3340","0","3340","0","0","2227","2227","2212","54","0","3340","2227","126","0","2791","2791","2791","2791","0","2227","0"
"1133","2229","3343","3343","3343","2229","3343","3343","2229","3343","0","3343","0","0","2229","2229","2214","54","0","3343","2229","126","0","2793","2793","2793","2793","0","2229","0"
"1134","2231","3346","3346","3346","2231","3346","3346","2231","3346","0","3346","0","0","2231","2231","2216","54","0","3346","2231","126","0","2795","2795","2795","2795","0","2231","0"
"1135","2233","3349","3349","3349","2233","3349","3349","2233","3349","0","3349","0","0","2233","2233","2218","54","0","3349","2233","126","0","2797","2797","2797","2797","0","2233","0"
"1136","2235","3352","3352","3352","2235","3352","3352","2235","3352","0","3352","0","0","2235","2235","2220","54","0","3352","2235","126","0","2799","2799","2799","2799","0","2235","0"
"1137","2237","3355","3355","3355","2237","3355","3355","2237","3355","0","3355","0","0","2237","2237","2222","54","0","3355","2237","126","0","2801","2801","2801","2801","0","2237","0"
"1138","2239","3358","3358","3358","2239","3358","3358","2239","3358","0","3358","0","0","2239","2239","2224","54","0","3358","2239","126","0","2803","2803","2803","2803","0","2239","0"
"1139","2241","3361","3361","3361","2241","3361","3361","2241","3361","0","3361","0","0","2241","2241","2226","54","0","3361","2241","126","0","2805","2805","2805","2805","0","2241","0"
"1140","2243","3364","3364","3364","2243","3364","3364","2243","3364","0","3364","0","0","2243","2243","2228","54","0","3364","2243","126","0","2807","2807","2807","2807","0","2243","0"
"1141","2245","3368","3368","3368","2245","3368","3368","2245","3368","0","3368","0","0","2245","2245","2230","54","0","3368","2245","126","0","2809","2809","2809","2809","0","2245","0"
"1142","2247","3371","3371","3371","2247","3371","3371","2247","3371","0","3371","0","0","2247","2247","2232","54","0","3371","2247","126","0","2811","2811","2811","2811","0","2247","0"
"1143","2249","3374","3374","3374","2249","3374","3374","2249","3374","0","3374","0","0","2249","2249","2234","54","0","3374","2249","126","0","2813","2813","2813","2813","0","2249","0"
"1144","2251","3377","3377","3377","2251","3377","3377","2251","3377","0","3377","0","0","2251","2251","2236","54","0","3377","2251","126","0","2815","2815","2815","2815","0","2251","0"
"1145","2253","3380","3380","3380","2253","3380","3380","2253","3380","0","3380","0","0","2253","2253","2238","54","0","3380","2253","126","0","2817","2817","2817","2817","0","2253","0"
"1146","2255","3383","3383","3383","2255","3383","3383","2255","3383","0","3383","0","0","2255","2255","2240","54","0","3383","2255","126","0","2819","2819","2819","2819","0","2255","0"
"1147","2257","3386","3386","3386","2257","3386","3386","2257","3386","0","3386","0","0","2257","2257","2242","54","0","3386","2257","126","0","2821","2821","2821","2821","0","2257","0"
"1148","2259","3389","3389","3389","2259","3389","3389","2259","3389","0","3389","0","0","2259","2259","2244","54","0","3389","2259","126","0","2823","2823","2823","2823","0","2259","0"
"1149","2261","3392","3392","3392","2261","3392","3392","2261","3392","0","3392","0","0","2261","2261","2246","54","0","3392","2261","126","0","2825","2825","2825","2825","0","2261","0"
"1150","2263","3395","3395","3395","2263","3395","3395","2263","3395","0","3395","0","0","2263","2263","2248","54","0","3395","2263","126","0","2827","2827","2827","2827","0","2263","0"
"1151","2265","3398","3398","3398","2265","3398","3398","2265","3398","0","3398","0","0","2265","2265","2250","54","0","3398","2265","126","0","2829","2829","2829","2829","0","2265","0"
