Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown1
"9226","8392372","0","4000","255","8"
"9227","1.458994E+07","0","0","0","1"
"9228","0","0","0.4","4391780","22"
"9229","1.433778E+07","0","0","0","1"
"9230","1.427121E+07","0","0","0","1"
"9231","1.387441E+07","0","0","0","1"
"9232","1.557726E+07","0","3","0","1"
"9233","1.473202E+07","0","0","0","1"
"9235","4350","0","0","3","26"
"9236","4554","0","0","2","26"
"9237","3911","0","0","1","26"
"9238","1.220115E+07","0","0","0","1"
"9239","0","3","1","4131153","22"
"9240","6948743","0","1000","255","8"
"9241","0","132501","0","0","17"
"9243","1.297095E+07","0","0","0","1"
"9244","3911","0","0","3","26"
"9245","5309783","0","0","0","1"
"9246","7","0","0","0","30"
"9247","0","0","0.7","1769216","22"
"9248","0.6","0","0","0","14"
"9253","0.8","0","0","0","14"
"9254","4073","0","0","3","26"
"9255","2735","0","0","3","26"
"9257","4534","0","0","1","26"
"9259","290","0","0","3","26"
"9260","0.1","0","0","0","14"
"9262","4223","0","0","2","26"
"9268","4428","0","0","3","26"
"9269","1.671606E+07","0","0","0","1"
"9270","1.067756E+07","0","0","0","1"
"9272","1.61933E+07","20","2000","100","8"
"9273","4536","0","0","1","26"
"9275","1","1","0.6","1.05252E+07","18"
"9277","2","0","6","-2.147484E+09","30"
"9278","3447","0","0","3","26"
"9279","4537","0","0","1","26"
"9280","8","0","0","0","30"
"9283","3463","0","0","0","1"
"9284","0.8","0","0","0","14"
"9285","1.225282E+07","0","0","0","1"
"9286","-2.147484E+09","133896","0","0","17"
"9287","-2.147484E+09","124322","0","0","17"
"9288","-2.147484E+09","34082","0","0","17"
"9289","4539","0","0","2","26"
"9290","1.54793E+07","0","6","-2.147484E+09","13"
"9291","120","119","223","0","7"
"9292","0.3","2","1","0","14"
"9293","0","0","1","0","21"
"9294","95","0","0","2","26"
"9295","788","0","0","0","9"
"9296","3209","0","0","2","26"
"9297","3385","0","0","3","26"
"9298","4540","0","0","0","26"
"9299","2","0","1","0","30"
"9300","65","0","0","0","27"
"9301","65","0","0","0","27"
"9302","65","0","0","0","27"
"9303","4569","0","0","1","26"
"9304","4545","0","0","3","26"
"9305","2897","0","0","3","26"
"9306","1926","0","0","1","26"
"9307","1986","0","0","0","26"
"9308","4543","0","0","3","26"
"9309","4541","0","0","3","26"
"9311","3385","0","0","1","26"
"9312","0","0","3385","0","9"
"9316","4544","0","0","0","26"
"9317","4545","0","0","3","26"
"9318","4547","0","0","0","26"
"9319","8841212","0","0","0","1"
"9321","9063818","0","0","0","1"
"9322","9063818","0","0","0","1"
"9323","68","0","0","0","27"
"9324","8","0","0","0","30"
"9327","580","0","0","0","27"
"9328","4548","0","0","1","26"
"9329","543","0","0","0","27"
"9330","8134044","0","500","1","8"
"9331","1.216227E+07","0","1","0","1"
"9333","4549","0","0","3","26"
"9334","0","0","0.35","0","21"
"9335","39","0","0","0","27"
"9336","39","0","0","0","27"
"9337","39","0","0","0","27"
"9338","39","0","0","0","27"
"9339","0","0","0.2","0","14"
"9340","0","0","0.2","0","14"
"9344","4558","0","0","0","26"
"9345","1545","0","0","2","26"
"9346","458","0","0","1","26"
"9347","0","0","0.2","0","14"
"9348","4559","0","0","0","26"
"9349","1.251629E+07","0","0","0","1"
"9350","4548","0","0","3","26"
"9352","0","0","0.25","0","21"
"9353","0","0","0.65","4029952","22"
"9354","0","0","0.25","0","21"
"9357","1.673891E+07","0","1","15","1"
"9358","0","0","0.25","0","21"
"9359","1.532466E+07","0","1","0","1"
"9360","1.583504E+07","0","500","30","8"
"9361","4560","0","0","3","26"
"9363","4563","0","0","1","26"
"9364","1.583504E+07","0","500","30","8"
"9365","280","0","0","0","9"
"9366","401","0","0","0","9"
"9367","9307833","0","650","255","8"
"9368","6816172","0","8000","255","8"
"9370","1.132915E+07","0","1000","30","8"
"9372","0","0","0","0","1"
"9373","1.093621E+07","0","15","0","1"
"9374","1.566824E+07","0","6","0","13"
"9376","1.00457E+07","0","0","0","1"
"9377","4614","0","0","3","26"
"9378","3455","0","0","3","26"
"9379","1.343149E+07","0","0","0","1"
"9380","2","0","0","0","30"
"9381","0","0","0","0","14"
"9382","1.630099E+07","0","1000","30","8"
"9383","4488","0","0","3","26"
"9384","1.571496E+07","0","1000","30","8"
"9385","9558161","0","0","0","1"
"9386","337","0","0","3","26"
"9387","4565","0","0","3","26"
"9388","256","0","0","0","9"
"9389","512","0","0","0","9"
"9390","1.158696E+07","0","0","0","1"
"9391","1.532538E+07","0","0","0","1"
"9393","0.25","0.25","0.75","1.254732E+07","22"
"9394","4566","0","0","1","26"
"9395","0","0","0.6","5771874","22"
"9396","5509218","0","0","0","1"
"9397","1","1","1","1535","23"
"9400","1.671168E+07","0","0","0","1"
"9401","1.652019E+07","0","0","0","1"
"9402","4574","0","0","3","26"
"9405","4575","0","0","1","26"
"9407","1.51609E+07","0","0","0","1"
"9408","1.002177E+07","0","0","0","1"
"9409","1.249019E+07","0","0","0","1"
"9410","4576","0","0","0","26"
"9413","796","0","0","0","9"
"9414","796","0","0","0","9"
"9415","256","0","0","0","9"
"9416","0","134012","0","0","17"
"9418","0","134013","0","0","17"
"9419","3","0","0","0","27"
"9420","797","0","0","0","9"
"9422","3293490","0","0","0","1"
"9423","0.85","0","0","0","14"
"9424","0","134017","0","0","17"
"9428","0","133996","0","0","17"
"9430","4579","0","0","0","26"
"9437","4582","0","0","3","26"
"9438","9006916","0","0","0","1"
"9439","0.85","0","0","-2.147484E+09","14"
"9440","1.261586E+07","0","0","0","1"
"9441","0.99","0","2","0","14"
"9442","0","0","0.5","2239264","22"
"9443","850","0","0","3","26"
"9447","0.01","0","1","0","14"
"9448","0.6","0","0","-2.147484E+09","14"
"9451","1.198789E+07","0","2","0","1"
"9453","3331","0","0","0","26"
"9454","0","0","1","3815994","22"
"9455","9061701","0","1000","1","8"
"9456","1.674304E+07","0","0","0","1"
"9457","547","0","0","0","9"
"9458","1.6751E+07","0","0","0","1"
"9459","1.488824E+07","0","1000","1","8"
"9460","1.41694E+07","0","1000","1","8"
"9462","1.657127E+07","0","0","0","1"
"9463","1.511105E+07","0","1","6.5","1"
"9464","2506","0","0","0","26"
"9465","2","0","0","0","30"
"9466","0","0","1","7107741","22"
"9467","4586","0","0","1","26"
"9468","4587","0","0","0","26"
"9469","0","0","0","0","30"
"9470","4588","0","0","0","26"
"9471","0","0","0.25","1.206654E+07","22"
"9472","4589","0","0","3","26"
"9473","0","0","0.75","0","21"
"9474","6776679","0","0","0","1"
"9476","403","0","0","0","9"
"9477","15","0","0","0","21"
"9478","3688","0","0","1","26"
"9479","728","0","1000","1","27"
"9480","1.073807E+07","0","0","0","1"
"9481","4082","0","0","1","26"
"9482","0","62814","0","0","17"
"9483","0","62816","0","0","17"
"9484","0","64311","0","0","17"
"9485","0","49428","0","0","17"
"9486","0","134061","0","0","17"
"9487","0","60617","0","0","17"
"9488","0","81324","0","0","17"
"9489","0","81325","0","0","17"
"9490","0","60618","0","0","17"
"9491","0","60620","0","0","17"
"9493","76","0","0","3","26"
"9494","472","0","0","0","27"
"9495","1.537732E+07","0","1","3","1"
"9496","5302855","0","3","2","1"
"9499","32014","0","0","0","1"
"9500","0","0","0.5","32014","22"
"9501","1.511105E+07","0","1","6.5","1"
"9502","1.511105E+07","0","1","6.5","1"
"9505","801","0","0","-2.147484E+09","9"
"9507","0","0","0","-2.147484E+09","14"
"9508","0","0","0","0","14"
"9509","327","0","0","0","9"
"9510","0","0","0","0","14"
"9512","4980480","0","1000","1","8"
"9513","7752266","0","500","1","8"
"9515","4980480","0","1000","1","8"
"9516","9231984","0","1","1","1"
"9517","552","20","600","100","27"
"9518","1.675853E+07","0","1000","1","8"
"9519","1.459621E+07","0","1","1","1"
"9520","727","0","1000","1","27"
"9521","324","0","0","1","26"
"9522","546","0","0","0","27"
"9523","776","0","0","0","9"
"9524","3621","0","0","1","26"
"9525","1.426236E+07","0","2","1","1"
"9526","1.609269E+07","0","2","1","1"
"9527","0.5","1","1","1.348757E+07","14"
"9528","3260","0","0","1","26"
"9529","1.400466E+07","0","0","0","1"
"9531","2473169","0","0","0","1"
"9532","2473169","0","0","0","1"
"9533","0","0","0.8","0","21"
"9534","0","0","0.8","0","21"
"9535","0","0","0.8","0","21"
"9536","1.671219E+07","1","3","0","13"
"9537","4338","0","0","3","26"
"9539","1536","0","0","0","26"
"9540","1945621","0","0","0","1"
"9541","719","0","0","3","26"
"9542","771","0","0","0","9"
"9544","547","0","0","0","27"
"9545","719","0","0","3","26"
"9546","6094946","0","0","0","1"
"9547","771","0","0","0","9"
"9548","4554","0","0","3","26"
"9549","712","0","0","0","9"
"9550","2","0","0","0","27"
"9551","2","0","0","0","27"
"9552","2","0","0","0","27"
"9553","2","0","0","0","27"
"9555","4662","0","0","1","26"
"9556","7162233","0","0","0","1"
"9557","7162233","0","0","0","1"
"9559","548","0","0","0","27"
"9560","1.289007E+07","0","0","0","1"
"9561","534","0","0","0","27"
"9562","534","0","0","0","27"
"9563","487","20","10000","100","27"
"9564","4244","0","0","0","26"
"9567","9269155","0","0","0","1"
"9568","0.65","0","1","0","14"
"9571","1.675563E+07","0","1","5","1"
"9573","792","0","0","0","9"
"9575","4000","0","0","3","26"
"9576","1.178442E+07","22","600","70","8"
"9577","4594","0","0","1","26"
"9578","4595","0","0","1","26"
"9579","4596","0","0","1","26"
"9580","4597","0","0","0","26"
"9581","4599","0","0","0","26"
"9582","4598","0","0","0","26"
"9583","4598","0","0","3","26"
"9584","4733","0","0","3","26"
"9587","743","0","0","0","26"
"9588","0","0","0","0","14"
"9589","1.671168E+07","8","400","128","8"
"9590","0","0","0.15","7269119","22"
"9591","0","52716","0","0","17"
"9592","3331","0","0","1","26"
"9593","1.536599E+07","0","0","0","1"
"9594","443","0","0","0","27"
"9595","4601","0","0","3","26"
"9596","566","0","0","0","27"
"9597","1.327579E+07","0","0","0","1"
"9609","0.75","0","0","0","14"
"9610","9276889","0","0","0","1"
"9612","0","34827","0","0","17"
"9613","695","0","0","3","26"
"9616","76","0","0","3","26"
"9622","2227968","0","1000","1","8"
"9624","0","77538","0","0","17"
"9627","1","1","0.2","1.675032E+07","22"
"9632","15","0","0","0","25"
"9633","16","0","0","-2.147484E+09","25"
"9646","0","0","0.2","1.658056E+07","22"
"9649","0","0","0.15","1.259062E+07","22"
"9650","1.115114E+07","0","0","0","1"
"9651","0","0","0.15","1.259062E+07","22"
"9652","1.115114E+07","0","0","0","1"
"9657","4603","0","0","3","26"
"9660","4461","0","0","0","26"
"9661","1.587234E+07","20","4000","100","8"
"9662","0","3","1","747284","22"
"9664","3","3","0.5","5511280","22"
"9665","4409","0","0","2","26"
"9666","4608","0","0","3","26"
"9671","0.5","0","0","0","14"
"9672","4611","0","0","3","26"
"9673","803","0","0","0","9"
"9676","2","0","0","0","29"
"9677","1.107089E+07","0","0","0","1"
"9678","0","0","0.5","1772556","23"
"9679","0.99","0","0","0","14"
"9680","0","0","0.75","1.592274E+07","23"
"9681","4612","0","0","3","26"
"9683","4495","0","0","1","26"
"9685","0.2","0.2","0","1.17839E+07","18"
"9686","10","0","0","3","26"
"9689","1.597249E+07","0","2","0","1"
"9692","0","0","0.5","1.675366E+07","22"
"9693","472","0","0","0","27"
"9694","0","0","0","0","11"
"9695","472","0","0","0","27"
"9696","2","0","0","0","30"
"9697","277","0","0","2","26"
"9698","4410","0","0","0","26"
"9699","553","20","600","100","27"
"9701","1.673687E+07","0","6","0","13"
"9704","622","0","0","0","9"
"9705","804","0","0","0","9"
"9706","0","0","0.75","4244292","22"
"9707","1","0","0.5","0","14"
"9708","0","0","1","4813496","22"
"9709","2","2","0.75","1.671188E+07","22"
"9710","0.75","0","1","0","14"
"9712","9002405","0","0","0","1"
"9713","0.65","0","2","0","14"
"9716","1","1","0.9","1.676929E+07","22"
"9717","4513","0","0","3","26"
"9718","549","0","0","0","27"
"9720","3627","0","0","3","26"
"9721","2347","0","0","1","26"
"9723","2526","0","0","0","26"
"9726","1.489126E+07","20","600","100","8"
"9728","1.671168E+07","0","0","0","1"
"9729","0.3","2","1","0","14"
"9730","42","0","0","0","27"
"9731","0","0","0.5","1.291694E+07","22"
"9732","4190","0","0","1","26"
"9733","61","0","0","0","9"
"9734","0","0","0","0","14"
"9735","6908265","0","0","0","1"
"9736","200","0","0","1","26"
"9737","3035","0","0","1","26"
"9739","1","1","0.5","6184542","22"
"9740","1.675331E+07","0","0","0","1"
"9741","4615","0","0","3","26"
"9742","3385","0","0","3","26"
"9743","4616","0","0","1","26"
"9744","0","0","1","3815994","22"
"9745","4618","0","0","1","26"
"9748","4621","0","0","1","26"
"9749","0","62904","0","0","17"
"9750","0","62902","0","0","17"
"9751","477","20","600","100","27"
"9753","277","0","0","2","26"
"9754","0","0","1","4331863","23"
"9756","4622","0","0","3","26"
"9758","0","0","1","1.021744E+07","22"
"9759","691","0","0","0","9"
"9760","0","0","2","0","8"
"9761","1","1","1","4737096","22"
"9762","9074175","0","0","0","1"
"9763","0","0","0","0","11"
"9764","4543","0","0","3","26"
"9766","4349","0","0","2","26"
"9768","4624","0","10","1","26"
"9769","557","0","-2.147484E+09","-2.147484E+09","27"
"9771","493","0","0","0","27"
"9772","0","0","1","4331863","23"
"9773","558","0","-2.147484E+09","0","27"
"9775","1.084538E+07","0","0","0","1"
"9777","5000268","0","1","0","1"
"9779","2","1","1","1.191985E+07","23"
"9781","4590","0","0","1","26"
"9782","0","0","0.1","7019916","23"
"9783","1.671168E+07","0","1500","0","8"
"9785","0","0","1","0","21"
"9786","4625","0","0","3","26"
"9787","0.75","1","5","0","14"
"9788","1","1","0.2","48639","23"
"9791","4926","0","0","2","26"
"9792","6710886","0","0","0","1"
"9793","4930","0","0","2","26"
"9796","0","121410","2","0","17"
"9797","0","121356","-2.147484E+09","-2.147484E+09","17"
"9800","4479","0","0","3","26"
"9801","4390995","1","0","0","6"
"9802","0","81326","0","0","17"
"9803","559","0","0","0","27"
"9807","1571","0","0","3","26"
"9808","1.067756E+07","0","0","0","1"
"9809","4628","0","0","3","26"
"9810","135","0","0","0","9"
"9812","4916","0","0","2","26"
"9816","750","0","0","1","26"
"9819","0","136593","0","0","17"
"9820","812","0","0","0","9"
"9821","813","0","0","0","9"
"9822","0","0","0.3","1.437986E+07","22"
"9823","682","0","0","0","9"
"9824","297","0","0","3","26"
"9826","0","136830","0","0","17"
"9831","743","0","0","0","26"
"9833","0","0","0.2","4733777","22"
"9835","2535","0","0","2","26"
"9837","2783","0","0","0","26"
"9838","4600","0","0","0","26"
"9839","4600","0","0","0","26"
"9840","0","0","0.5","3047380","22"
"9841","4926","0","0","2","26"
"9842","4636","0","0","3","26"
"9843","4638","0","0","3","26"
"9844","0","0","2.5","0","14"
"9846","0","0","0.5","1.379814E+07","22"
"9847","4437","0","0","1","26"
"9848","0","3","1","3999823","22"
"9849","4640","0","0","0","26"
"9851","2929","0","0","3","26"
"9852","0","0","0.25","0","14"
"9853","4641","0","0","1","26"
"9856","3715068","20","1500","100","8"
"9857","4642","0","0","3","26"
"9859","4631","0","0","3","26"
"9860","4244","0","0","1","26"
"9862","0","3","1","608344","22"
"9863","562","0","0","0","27"
"9864","0","0","0.75","5609179","22"
"9865","2793","0","0","3","26"
"9866","3630","0","0","3","26"
"9867","563","0","0","0","27"
"9870","2314","0","0","3","26"
"9871","0.6","0","0","0","14"
"9874","405","0","0","0","9"
"9875","0","0","0","0","1"
"9877","4642","0","0","1","26"
"9880","6381921","0","1","0","1"
"9883","4649","0","0","3","26"
"9884","1","0","0","0","15"
"9885","4650","0","0","3","26"
"9886","564","0","0","0","27"
"9887","1121","0","0","1","26"
"9888","1.645365E+07","0","1","0","1"
"9891","4653","0","0","3","26"
"9892","4570","0","0","3","26"
"9893","4566","0","0","1","26"
"9900","3667","0","0","2","26"
"9901","567","0","0","0","27"
"9902","1.202389E+07","1","1","10","1"
"9904","6306418","0","0","0","1"
"9906","2555970","0","2","0","1"
"9916","0.9","0","2","0","14"
"9917","9881916","1","0","0","1"
"9921","4657","0","0","3","26"
"9922","2555970","0","0","0","1"
"9924","1311007","0","0","0","1"
"9929","4398","0","0","0","26"
"9930","3331","0","0","2","26"
"9931","2555970","0","0","0","1"
"9932","0.65","0","2","-2.147484E+09","14"
"9933","4748","0","0","2","26"
"9934","0","0","0","0","30"
"9935","4658","0","0","1","26"
"9937","1.094757E+07","0","0","0","1"
"9939","0","0","0.8","0","21"
"9940","0.5","0","0","0","14"
"9941","0","0","0","6291556","22"
"9942","1.618724E+07","0","1000","1","8"
"9944","2","0","0","0","30"
"9945","0","1","1","1.19196E+07","22"
"9947","4641","0","0","1","26"
"9948","4661","0","0","1","26"
"9949","1.077476E+07","0","0","0","1"
"9950","4610","0","0","0","26"
"9953","330","0","0","3","26"
"9954","817","0","0","0","9"
"9955","0","0","0.1","0","21"
"9956","1.231767E+07","0","0","0","1"
"9957","2","0","0","0","30"
"9958","4663","0","0","1","26"
"9962","4355","0","0","1","26"
"9967","446","20","600","100","27"
"9968","4671","0","0","3","26"
"9971","568","20","600","100","27"
"9975","0.5","0","1","1.677722E+07","22"
"9976","0.75","0","0.2","0","14"
"9977","4672","0","0","1","26"
"9980","4675","0","0","0","26"
"9983","1.54793E+07","0","6","0","13"
"9984","1.223163E+07","0","0","0","1"
"9985","1.223163E+07","0","0","0","1"
"9991","327","0","0","0","9"
"9994","743","0","0","0","26"
"9995","0.5","0.5","0.5","1993650","22"
"9997","438","0","0","0","27"
"10002","755","0","0","0","9"
"10003","1.137547E+07","0","0","0","1"
"10004","441","0","0","0","27"
"10005","2","0","0","0","30"
"10006","4926","0","0","2","26"
"10007","1.671168E+07","0","1500","0","8"
"10008","0","5600","0","0","17"
"10009","0","11505","0","0","17"
"10010","478","0","-2.147484E+09","-2.147484E+09","27"
"10011","4681","0","0","0","26"
"10012","3630","0","0","3","26"
"10013","2","0","1","0","30"
"10014","2773","0","0","2","26"
"10015","9329153","0","10","10","1"
"10016","2482175","0","0","0","1"
"10017","1.67514E+07","0","0","0","1"
"10018","0","4139","0","0","17"
"10019","0","6786","0","0","17"
"10020","0","62814","0","0","17"
"10021","0","62816","0","0","17"
"10022","0","60618","0","0","17"
"10023","0","81324","0","0","17"
"10024","0","60617","0","0","17"
"10025","0","60620","0","0","17"
"10026","0","137114","0","0","17"
"10027","0","137111","0","0","17"
"10028","0","10749","0","0","17"
"10029","0","62816","0","0","17"
"10030","0","60618","0","0","17"
"10031","0","137112","0","0","17"
"10032","0","23082","0","0","17"
"10033","0","1216","0","0","17"
"10034","0","137113","0","0","17"
"10035","0","137115","0","0","17"
"10037","0","8746","0","0","17"
"10038","0","62816","0","0","17"
"10039","0","59529","0","0","17"
"10040","0","81324","0","0","17"
"10041","0","60617","0","0","17"
"10042","0","60620","0","0","17"
"10043","0","137117","0","0","17"
"10044","0","64310","0","0","17"
"10045","0","64310","0","0","17"
"10046","0","64310","0","0","17"
"10047","0","81325","0","0","17"
"10048","0","17612","0","0","17"
"10049","0","3556","0","0","17"
"10050","0","3942","0","0","17"
"10051","0","60618","0","0","17"
"10052","0","81324","0","0","17"
"10053","0","60617","0","0","17"
"10054","0","60620","0","0","17"
"10055","0","64310","0","0","17"
"10056","0","137118","0","0","17"
"10057","0","23413","0","0","17"
"10058","0","64311","0","0","17"
"10059","0","62814","0","0","17"
"10060","0","62816","0","0","17"
"10061","0","60618","0","0","17"
"10062","0","38285","0","0","17"
"10063","0","60617","0","0","17"
"10064","0","60620","0","0","17"
"10065","0","64310","0","0","17"
"10066","0","2576","0","0","17"
"10067","0","6835","0","0","17"
"10068","0","4139","0","0","17"
"10069","0","81862","0","0","17"
"10070","0","62814","0","0","17"
"10071","0","62816","0","0","17"
"10072","0","60618","0","0","17"
"10073","0","81324","0","0","17"
"10074","0","60617","0","0","17"
"10075","0","60620","0","0","17"
"10076","0","64310","0","0","17"
"10077","0","60619","0","0","17"
"10078","0","81326","0","0","17"
"10079","0","16795","0","0","17"
"10080","0","16796","0","0","17"
"10081","0","16797","0","0","17"
"10082","0","16798","0","0","17"
"10083","0","16799","0","0","17"
"10084","0","16800","0","0","17"
"10085","0","16801","0","0","17"
"10086","0","16802","0","0","17"
"10087","0","64310","0","0","17"
"10088","0","60619","0","0","17"
"10089","0","60619","0","0","17"
"10090","0","60619","0","0","17"
"10091","0","60619","0","0","17"
"10092","0","16861","0","0","17"
"10093","0","16862","0","0","17"
"10094","0","16863","0","0","17"
"10095","0","16864","0","0","17"
"10096","0","16865","0","0","17"
"10097","0","16866","0","0","17"
"10098","0","16867","0","0","17"
"10099","0","16868","0","0","17"
"10100","0","64310","0","0","17"
"10101","0","60619","0","0","17"
"10102","0","16828","0","0","17"
"10103","0","16829","0","0","17"
"10104","0","16830","0","0","17"
"10105","0","16831","0","0","17"
"10106","0","16833","0","0","17"
"10107","0","16834","0","0","17"
"10108","0","16835","0","0","17"
"10109","0","16836","0","0","17"
"10110","0","64310","0","0","17"
"10111","0","60619","0","0","17"
"10112","0","60618","0","0","17"
"10113","0","60618","0","0","17"
"10114","0","60618","0","0","17"
"10115","0","16803","0","0","17"
"10116","0","16804","0","0","17"
"10117","0","16805","0","0","17"
"10118","0","16806","0","0","17"
"10119","0","16807","0","0","17"
"10120","0","16808","0","0","17"
"10121","0","16809","0","0","17"
"10122","0","16810","0","0","17"
"10123","0","64310","0","0","17"
"10124","0","60619","0","0","17"
"10125","0","60618","0","0","17"
"10126","0","16845","0","0","17"
"10127","0","16846","0","0","17"
"10128","0","16847","0","0","17"
"10129","0","16848","0","0","17"
"10130","0","16849","0","0","17"
"10131","0","16850","0","0","17"
"10132","0","16851","0","0","17"
"10133","0","16852","0","0","17"
"10134","0","64310","0","0","17"
"10135","0","60619","0","0","17"
"10136","0","60618","0","0","17"
"10137","0","16853","0","0","17"
"10138","0","16854","0","0","17"
"10139","0","16855","0","0","17"
"10140","0","16856","0","0","17"
"10141","0","16857","0","0","17"
"10142","0","16858","0","0","17"
"10143","0","16859","0","0","17"
"10144","0","16860","0","0","17"
"10145","0","64310","0","0","17"
"10146","0","60619","0","0","17"
"10147","0","60618","0","0","17"
"10148","0","16820","0","0","17"
"10149","0","16821","0","0","17"
"10150","0","16822","0","0","17"
"10151","0","16823","0","0","17"
"10152","0","16824","0","0","17"
"10153","0","16825","0","0","17"
"10154","0","16826","0","0","17"
"10155","0","16827","0","0","17"
"10156","0","64310","0","0","17"
"10157","0","60619","0","0","17"
"10158","0","60618","0","0","17"
"10159","0","16837","0","0","17"
"10160","0","16838","0","0","17"
"10161","0","16839","0","0","17"
"10162","0","16840","0","0","17"
"10163","0","16841","0","0","17"
"10164","0","16842","0","0","17"
"10165","0","16843","0","0","17"
"10166","0","16844","0","0","17"
"10167","0","64310","0","0","17"
"10168","0","60619","0","0","17"
"10169","0","60618","0","0","17"
"10170","0","16811","0","0","17"
"10171","0","16812","0","0","17"
"10172","0","16813","0","0","17"
"10173","0","16814","0","0","17"
"10174","0","16815","0","0","17"
"10175","0","16815","0","0","17"
"10176","0","16816","0","0","17"
"10177","0","16819","0","0","17"
"10178","0","64310","0","0","17"
"10179","0","60619","0","0","17"
"10180","0","60618","0","0","17"
"10181","0","45464","0","0","17"
"10182","0","45894","0","0","17"
"10183","0","46344","0","0","17"
"10184","0","137121","0","0","17"
"10185","0","45291","0","0","17"
"10186","0","45566","0","0","17"
"10187","0","46045","0","0","17"
"10188","0","24395","0","0","17"
"10189","0","43157","0","0","17"
"10190","0","60619","0","0","17"
"10191","0","60618","0","0","17"
"10192","0","62814","0","0","17"
"10193","0","81326","0","0","17"
"10194","0","13013","0","0","17"
"10195","0","5766","0","0","17"
"10196","0","60620","0","0","17"
"10197","0","137122","0","0","17"
"10198","0","60617","0","0","17"
"10199","0","137123","0","0","17"
"10200","0","43157","0","0","17"
"10201","0","60619","0","0","17"
"10202","0","36409","0","0","17"
"10203","2983","0","0","3","26"
"10205","750","0","0","3","26"
"10206","1305104","0","0","0","1"
"10207","4675","0","0","0","26"
"10208","4000","0","0","1","26"
"10209","4685","0","0","3","26"
"10210","2","0","0","0","30"
"10211","1.155531E+07","0","0","0","1"
"10213","0","0","0.75","0","21"
"10214","1","1","0.9","369151","22"
"10215","2983","0","0","3","26"
"10216","516","0","0","0","27"
"10217","713","0","0","0","9"
"10218","691","0","0","0","9"
"10219","3589","0","0","3","26"
"10220","15","0","0","0","25"
"10221","16","0","0","-2.147484E+09","25"
"10222","1","0","0","0","9"
"10223","3","3","1","0","21"
"10224","5526612","0","8","60","1"
"10226","176","0","0","0","9"
"10227","2","0","0","0","30"
"10229","4689","0","0","3","26"
"10231","4670","0","0","3","26"
"10232","1311007","0","0","0","1"
"10233","2472","0","0","2","26"
"10234","569","0","0","0","27"
"10235","5127254","0","0","0","1"
"10236","6499454","0","0","0","1"
"10237","7881364","0","0","0","1"
"10238","1.018923E+07","0","0","0","1"
"10239","2821690","0","0","0","1"
"10240","4137551","0","0","0","1"
"10241","6306418","0","0","0","1"
"10242","1.018923E+07","0","0","0","1"
"10243","7881364","0","0","0","1"
"10244","6499454","0","0","0","1"
"10245","5127254","0","0","0","1"
"10246","4692","0","0","3","26"
"10250","763","0","0","0","9"
"10251","4692","0","0","1","26"
"10254","0.25","0.25","1","0","21"
"10255","0","0","0","0","11"
"10256","0","0","0","0","11"
"10257","2555970","0","0","0","1"
"10258","0.85","0","2","0","14"
"10259","4695","0","0","2","26"
"10260","4696","0","0","0","26"
"10261","8972543","0","0","0","1"
"10262","2","0","0","0","30"
"10263","2","0","0","0","30"
"10264","553","0","0","0","27"
"10265","553","0","0","0","27"
"10266","62","0","0","0","27"
"10267","744","0","0","1","26"
"10268","3555","0","4","1","26"
"10269","571","0","0","0","27"
"10270","9074175","0","0","0","1"
"10271","0","0","0","0","11"
"10272","4697","0","0","0","26"
"10274","6938359","0","2","0","1"
"10277","0","0","8","0","14"
"10280","4650","0","0","1","26"
"10281","1.440165E+07","0","2","0","1"
"10282","4698","0","0","0","26"
"10283","4702","0","0","0","26"
"10284","4699","0","0","1","26"
"10285","3331","0","0","3","26"
"10290","0","881","0","0","11"
"10291","1","1","1","0","21"
"10292","4703","0","0","0","26"
"10293","4704","0","0","1","26"
"10294","4705","0","0","1","26"
"10296","513","0","0","0","27"
"10297","4428","0","0","2","26"
"10298","3331","0","0","0","26"
"10299","3331","0","0","2","26"
"10300","3385","0","0","1","26"
"10301","572","0","0","0","27"
"10304","4708","0","0","3","26"
"10305","3331","0","0","3","26"
"10306","2","0","0","0","30"
"10307","64033","0","0","0","1"
"10308","4710","0","0","1","26"
"10309","64033","0","0","0","1"
"10310","573","0","0","0","27"
"10311","33","0","0","0","27"
"10312","455","20","450","60","27"
"10315","1.307533E+07","0","0","0","1"
"10316","0.8","0","0","0","14"
"10318","6745837","0","0","0","1"
"10320","1.405864E+07","0","0","0","1"
"10321","486","0","-2.147484E+09","0","27"
"10323","820","0","0","0","9"
"10328","4713","0","0","0","26"
"10330","6711039","0","0","0","1"
"10332","2","0","0","0","30"
"10334","8625607","0","0","0","1"
"10335","0.8","0","0","0","14"
"10336","4600","0","0","1","26"
"10337","4714","0","0","0","26"
"10338","1.021225E+07","0","0","0","1"
"10339","0.8","0","0","0","14"
"10340","0","24580","0","0","17"
"10341","0","794","0","0","17"
"10342","0","62816","0","0","17"
"10343","0","137553","0","0","17"
"10344","0","60620","0","0","17"
"10345","0","6148","0","0","17"
"10346","0","60617","0","0","17"
"10347","0","5975","0","0","17"
"10348","0","64310","0","0","17"
"10349","0","137552","0","0","17"
"10350","0","60618","0","0","17"
"10351","0","62814","0","0","17"
"10352","0","81326","0","0","17"
"10353","0","62816","0","0","17"
"10354","0","21539","0","0","17"
